32 32
    0     0    0.00460   -0.00461
    0     1    0.00443   -0.02278
    0     2    0.00407   -0.03986
    0     3    0.00356   -0.05517
    0     4    0.00295   -0.06822
    0     5    0.00232   -0.07876
    0     6    0.00169   -0.08676
    0     7    0.00112   -0.09235
    0     8    0.00061   -0.09577
    0     9    0.00018   -0.09731
    0    10   -0.00019   -0.09725
    0    11   -0.00048   -0.09589
    0    12   -0.00071   -0.09349
    0    13   -0.00089   -0.09026
    0    14   -0.00103   -0.08640
    0    15   -0.00113   -0.08207
    0    16   -0.00120   -0.07740
    0    17   -0.00124   -0.07251
    0    18   -0.00127   -0.06746
    0    19   -0.00128   -0.06234
    0    20   -0.00129   -0.05720
    0    21   -0.00128   -0.05207
    0    22   -0.00126   -0.04698
    0    23   -0.00125   -0.04195
    0    24   -0.00123   -0.03701
    0    25   -0.00121   -0.03214
    0    26   -0.00118   -0.02736
    0    27   -0.00117   -0.02266
    0    28   -0.00115   -0.01803
    0    29   -0.00113   -0.01347
    0    30   -0.00112   -0.00895
    0    31   -0.00112   -0.00447
    1     0    0.02327   -0.00479
    1     1    0.02242   -0.02362
    1     2    0.02054   -0.04127
    1     3    0.01790   -0.05696
    1     4    0.01480   -0.07020
    1     5    0.01156   -0.08077
    1     6    0.00841   -0.08868
    1     7    0.00551   -0.09410
    1     8    0.00296   -0.09732
    1     9    0.00079   -0.09864
    1    10   -0.00101   -0.09838
    1    11   -0.00247   -0.09683
    1    12   -0.00362   -0.09426
    1    13   -0.00451   -0.09089
    1    14   -0.00518   -0.08692
    1    15   -0.00568   -0.08249
    1    16   -0.00602   -0.07775
    1    17   -0.00625   -0.07278
    1    18   -0.00638   -0.06769
    1    19   -0.00644   -0.06252
    1    20   -0.00644   -0.05734
    1    21   -0.00640   -0.05218
    1    22   -0.00633   -0.04707
    1    23   -0.00624   -0.04203
    1    24   -0.00614   -0.03706
    1    25   -0.00603   -0.03218
    1    26   -0.00593   -0.02739
    1    27   -0.00583   -0.02268
    1    28   -0.00575   -0.01805
    1    29   -0.00568   -0.01348
    1    30   -0.00562   -0.00896
    1    31   -0.00559   -0.00447
    2     0    0.04315   -0.00522
    2     1    0.04147   -0.02573
    2     2    0.03781   -0.04472
    2     3    0.03271   -0.06132
    2     4    0.02682   -0.07498
    2     5    0.02073   -0.08558
    2     6    0.01489   -0.09323
    2     7    0.00958   -0.09822
    2     8    0.00495   -0.10093
    2     9    0.00105   -0.10173
    2    10   -0.00217   -0.10098
    2    11   -0.00475   -0.09900
    2    12   -0.00678   -0.09604
    2    13   -0.00834   -0.09235
    2    14   -0.00952   -0.08811
    2    15   -0.01037   -0.08346
    2    16   -0.01096   -0.07853
    2    17   -0.01135   -0.07342
    2    18   -0.01157   -0.06820
    2    19   -0.01166   -0.06294
    2    20   -0.01165   -0.05767
    2    21   -0.01157   -0.05245
    2    22   -0.01143   -0.04728
    2    23   -0.01126   -0.04219
    2    24   -0.01107   -0.03719
    2    25   -0.01088   -0.03228
    2    26   -0.01069   -0.02747
    2    27   -0.01051   -0.02274
    2    28   -0.01035   -0.01809
    2    29   -0.01022   -0.01351
    2    30   -0.01013   -0.00897
    2    31   -0.01007   -0.00448
    3     0    0.06540   -0.00599
    3     1    0.06260   -0.02941
    3     2    0.05658   -0.05070
    3     3    0.04836   -0.06873
    3     4    0.03906   -0.08298
    3     5    0.02966   -0.09348
    3     6    0.02084   -0.10058
    3     7    0.01298   -0.10478
    3     8    0.00624   -0.10661
    3     9    0.00063   -0.10655
    3    10   -0.00393   -0.10501
    3    11   -0.00756   -0.10232
    3    12   -0.01039   -0.09877
    3    13   -0.01255   -0.09458
    3    14   -0.01416   -0.08992
    3    15   -0.01532   -0.08494
    3    16   -0.01612   -0.07973
    3    17   -0.01662   -0.07439
    3    18   -0.01690   -0.06898
    3    19   -0.01700   -0.06357
    3    20   -0.01696   -0.05818
    3    21   -0.01681   -0.05284
    3    22   -0.01660   -0.04759
    3    23   -0.01634   -0.04243
    3    24   -0.01605   -0.03738
    3    25   -0.01576   -0.03242
    3    26   -0.01547   -0.02757
    3    27   -0.01521   -0.02282
    3    28   -0.01498   -0.01814
    3    29   -0.01479   -0.01354
    3    30   -0.01465   -0.00900
    3    31   -0.01456   -0.00449
    4     0    0.09159   -0.00724
    4     1    0.08711   -0.03532
    4     2    0.07766   -0.06010
    4     3    0.06512   -0.08008
    4     4    0.05142   -0.09487
    4     5    0.03804   -0.10490
    4     6    0.02586   -0.11096
    4     7    0.01530   -0.11386
    4     8    0.00644   -0.11434
    4     9   -0.00079   -0.11302
    4    10   -0.00658   -0.11035
    4    11   -0.01113   -0.10670
    4    12   -0.01464   -0.10235
    4    13   -0.01729   -0.09749
    4    14   -0.01924   -0.09228
    4    15   -0.02063   -0.08685
    4    16   -0.02156   -0.08128
    4    17   -0.02213   -0.07564
    4    18   -0.02242   -0.06999
    4    19   -0.02249   -0.06437
    4    20   -0.02239   -0.05882
    4    21   -0.02217   -0.05335
    4    22   -0.02186   -0.04799
    4    23   -0.02149   -0.04274
    4    24   -0.02109   -0.03761
    4    25   -0.02068   -0.03260
    4    26   -0.02029   -0.02770
    4    27   -0.01994   -0.02291
    4    28   -0.01962   -0.01821
    4    29   -0.01937   -0.01359
    4    30   -0.01918   -0.00902
    4    31   -0.01906   -0.00450
    5     0    0.12411   -0.00927
    5     1    0.11681   -0.04472
    5     2    0.10191   -0.07456
    5     3    0.08305   -0.09680
    5     4    0.06347   -0.11166
    5     5    0.04522   -0.12043
    5     6    0.02930   -0.12460
    5     7    0.01595   -0.12546
    5     8    0.00508   -0.12402
    5     9   -0.00361   -0.12097
    5    10   -0.01043   -0.11684
    5    11   -0.01570   -0.11198
    5    12   -0.01971   -0.10662
    5    13   -0.02270   -0.10095
    5    14   -0.02486   -0.09508
    5    15   -0.02638   -0.08911
    5    16   -0.02736   -0.08310
    5    17   -0.02794   -0.07711
    5    18   -0.02819   -0.07117
    5    19   -0.02819   -0.06531
    5    20   -0.02799   -0.05957
    5    21   -0.02765   -0.05394
    5    22   -0.02722   -0.04845
    5    23   -0.02672   -0.04309
    5    24   -0.02620   -0.03788
    5    25   -0.02567   -0.03279
    5    26   -0.02516   -0.02784
    5    27   -0.02470   -0.02301
    5    28   -0.02430   -0.01827
    5    29   -0.02397   -0.01363
    5    30   -0.02373   -0.00905
